row_seq|input_address|zip
717678|12050 Jefferson Farm PL , Waldorf, MD 20602|20602
717679|4030 Dr. Samuel Mudd RD , Waldorf, MD 20602|20602
717680|1002 Agricopia DR , Waldorf, MD 20602|20602
717681|3465 Maddox CT , Waldorf, MD 20602|20602
717682|4665 Prestancia PL , Waldorf, MD 20602|20602
717683|5130 Claudes PL , Waldorf, MD 20602|20602
717684|10568 Halbert CT , Waldorf, MD 20602|20602
717685| Harford ST , Waldorf, MD 20602|20602
717686|29880 Three Notch RD , Waldorf, MD 20602|20602
717687|10515 Vera Davis RD , Waldorf, MD 20602|20602
717689|2340 Mail Coach CT , Waldorf, MD 20602|20602
717690|2165 Duckhorn CT , Waldorf, MD 20602|20602
717691|12445 sub station RD , Waldorf, MD 20602|20602
717692|11660 Holly LA , Waldorf, MD 20602|20602
717693|8230 Rosiers PL , Waldorf, MD 20602|20602
717694|5104 Leonardtown RD , Waldorf, MD 20602|20602
717696|6920 Caribou CT , Waldorf, MD 20602|20602
717697|2563 Robinson PL , Waldorf, MD 20602|20602
717698|2711 Acccokeek RD , Waldorf, MD 20602|20602
717699|3200 Old Washington RD , Waldorf, MD 20602|20602
717700| St. Thomas DR , Waldorf, MD 20602|20602
717701|19538 Lariat PL , Waldorf, MD 20602|20602
717702|105 Centennial ST , Waldorf, MD 20602|20602
717703|812 Stone AVE , Waldorf, MD 20602|20602
717704|421 University DR , Waldorf, MD 20602|20602
717705|4890 Quade CIR , Waldorf, MD 20602|20602
717706|902 Fowler CT , Waldorf, MD 20602|20602
717708|2215 Crain HWY , Waldorf, MD 20602|20602
717709|3180 Westdale CT , Waldorf, MD 20602|20602
717710|2601 Zoll LA , Waldorf, MD 20602|20602
717711|3190 St. Peters Church RD , Waldorf, MD 20602|20602
717712|2215 Crain HWY , Waldorf, MD 20602|20602
717713|8909 Cottongrass ST , Waldorf, MD 20602|20602
717714|2215 Crain HWY , Waldorf, MD 20602|20602
717715|8808 Dement CT , Waldorf, MD 20602|20602
717716|4200 Altamont PL , Waldorf, MD 20602|20602
717717|53 Garner AVE , Waldorf, MD 20602|20602
717718|11432 Plenty Gates CT , Waldorf, MD 20602|20602
717719|3230 Old Washington RD , Waldorf, MD 20602|20602
717720|10522 Beechwood DR , Waldorf, MD 20602|20602
717721|38 Brookside PL , Waldorf, MD 20602|20602
717722|5708 Springfish PL , Waldorf, MD 20602|20602
717723|3006 Gallery PL 14, Waldorf, MD 20602|20602
717724|3785 Leonardtown RD , Waldorf, MD 20602|20602
717725|11493 Breezy Point CT , Waldorf, MD 20602|20602
717726|4200 Old Washington RD , Waldorf, MD 20602|20602
717727|4210 Crain HWY , Waldorf, MD 20602|20602
717728|907 Barrington DR , Waldorf, MD 20602|20602
717729|11318 Golden Eagle PL e, Waldorf, MD 20602|20602
717730| Smallwood Village , Waldorf, MD 20602|20602
717732|4158 Log Teal DR , Waldorf, MD 20602|20602
717734|11505 Berry RD , Waldorf, MD 20602|20602
717736|13400 Poplar Hill RD , Waldorf, MD 20602|20602
717737| Anguishire WAY , Waldorf, MD 20602|20602
717738|514 Garner AVE , Waldorf, MD 20602|20602
717739|3015 Walnut LA , Waldorf, MD 20602|20602
717740|2555 Business Park CT , Waldorf, MD 20602|20602
717741|4552 Ryan PL , Waldorf, MD 20602|20602
717742|613 Wilson LA , Waldorf, MD 20602|20602
717743|12395 Kaine PL , Waldorf, MD 20602|20602
717744|3207 Pinefield CIR , Waldorf, MD 20602|20602
717745|13000 Zekiah DR , Waldorf, MD 20602|20602
717746| Wakefield CIR , Waldorf, MD 20602|20602
717747|4199 Drake CT , Waldorf, MD 20602|20602
717748|40135 Beach DR , Waldorf, MD 20602|20602
717749|2690 Crain HWY , Waldorf, MD 20602|20602
717750|8008 Holly AVE , Waldorf, MD 20602|20602
717751|2225 Crain HWY , Waldorf, MD 20602|20602
717752|10633 Charles ST , Waldorf, MD 20602|20602
717753|4635 Crain HWY , Waldorf, MD 20602|20602
717755|11702 Troy CT , Waldorf, MD 20602|20602
717756|3256 Westdale CT , Waldorf, MD 20602|20602
717757|3073 Leonardtown RD , Waldorf, MD 20602|20602
717758|3350 St. Peters DR , Waldorf, MD 20602|20602
717759|2096 Chapelside CT , Waldorf, MD 20602|20602
717760|624 University DR , Waldorf, MD 20602|20602
717761|306 Woodside PL , Waldorf, MD 20602|20602
717762|3220 Mattawoman-Beantown RD , Waldorf, MD 20602|20602
717763|1307 Wilson RD , Waldorf, MD 20602|20602
717764|3190 St. Peters Church RD , Waldorf, MD 20602|20602
717766|14107 Gibbons Church RD , Waldorf, MD 20602|20602
717767|3020 Crain HWY , Waldorf, MD 20602|20602
717768|3500 Poplar Hill RD , Waldorf, MD 20602|20602
717769|4028 Old Washington RD , Waldorf, MD 20602|20602
717770|710B Barrington DR , Waldorf, MD 20602|20602
717771|812 Roxbury CT , Waldorf, MD 20602|20602
717772|12 Meadow PL , Waldorf, MD 20602|20602
717774| McDaniel , Waldorf, MD 20602|20602
717775|2004 Amberleaf PL , Waldorf, MD 20602|20602
717777|2245 Rolling Meadows ST , Waldorf, MD 20602|20602
717778|2900 Sandwich DR , Waldorf, MD 20602|20602
717779|3287 Jesmond CT , Waldorf, MD 20602|20602
717780|3018 Festival WAY , Waldorf, MD 20602|20602
717781| Wintergreen CT , Waldorf, MD 20602|20602
717782|4685 Prestancia PL , Waldorf, MD 20602|20602
717783|1143 Harvard RD , Waldorf, MD 20602|20602
717784|12050 Jefferson Farm PL , Waldorf, MD 20602|20602
717785|11930 Acton LA , Waldorf, MD 20602|20602
717786|2002 Amberleaf PL , Waldorf, MD 20602|20602
717787|2557 Merganser CT , Waldorf, MD 20602|20602
717788|12741 Country LA , Waldorf, MD 20602|20602
717789|3379 Justice CT , Waldorf, MD 20602|20602
717790|3189 Huntington CIR , Waldorf, MD 20602|20602
717791|11020 Mall CIR , Waldorf, MD 20602|20602
717792|1901 Michael RD , Waldorf, MD 20602|20602
717793| St. Thomas DR , Waldorf, MD 20602|20602
717794|4820 Olympia PL , Waldorf, MD 20602|20602
717795|44E Industrial Park DR , Waldorf, MD 20602|20602
717796|4171 Bluebird DR , Waldorf, MD 20602|20602
717797|6236 Wolverine PL , Waldorf, MD 20602|20602
717798|3088 Waldorf Market PL , Waldorf, MD 20602|20602
717799|2180 Cedar Tree LA , Waldorf, MD 20602|20602
717800|505 University DR , Waldorf, MD 20602|20602
717801|12480 Mattawoman DR , Waldorf, MD 20602|20602
717802|104 Post Office RD , Waldorf, MD 20602|20602
717803|4065 Bluebird DR , Waldorf, MD 20602|20602
717804|2328 Plaza WAY , Waldorf, MD 20602|20602
717806|4655 Prestancia PL , Waldorf, MD 20602|20602
717807|1320 Smallwood DR W , Waldorf, MD 20602|20602
717809|6216 Douglas CIR , Waldorf, MD 20602|20602
717810|10960 Berry RD , Waldorf, MD 20602|20602
717811|775 University DR , Waldorf, MD 20602|20602
717812|3016 Waldorf Market PL , Waldorf, MD 20602|20602
717813|2628 Schult PL , Waldorf, MD 20602|20602
717814|4269 Mockingbird CT , Waldorf, MD 20602|20602
717815|11130 Mall CIR , Waldorf, MD 20602|20602
717817|2500 Regal PL , Waldorf, MD 20602|20602
717818|1512 Bryan CT , Waldorf, MD 20602|20602
717819|11110 Mall CIR , Waldorf, MD 20602|20602
717820|11130 Mall CIR , Waldorf, MD 20602|20602
717821|3020 Waldorf Market PL , Waldorf, MD 20602|20602
717822|11112 Mall CIR , Waldorf, MD 20602|20602
717823|2526 Enterprise PL , Waldorf, MD 20602|20602
717824|3020 Waldorf Market PL , Waldorf, MD 20602|20602
717825|3020 Waldorf Market PL , Waldorf, MD 20602|20602
717826|3590 Forest View DR , Waldorf, MD 20602|20602
717827|2930 Festival WAY , Waldorf, MD 20602|20602
717828|3051 Waldorf Market PL , Waldorf, MD 20602|20602
717829| Wakefield CIR , Waldorf, MD 20602|20602
717830|1719 Accokeek RD , Waldorf, MD 20602|20602
717831|3141 Old Washington RD , Waldorf, MD 20602|20602
717832|803 Truro CT , Waldorf, MD 20602|20602
717833|1109 Copley AVE , Waldorf, MD 20602|20602
717834|4655 Prestancia PL , Waldorf, MD 20602|20602
717835|3241 Plaza WAY , Waldorf, MD 20602|20602
717836|3884 Light Arms PL , Waldorf, MD 20602|20602
717837|3097 Huntington CIR , Waldorf, MD 20602|20602
717838|12146 pawtuckett LANE , Waldorf, MD 20602|20602
717839|1182 Harvard RD , Waldorf, MD 20602|20602
717840|1150 Harvard RD , Waldorf, MD 20602|20602
717841|3941 Wintergreen CT , Waldorf, MD 20602|20602
717842|12151 Ell LA , Waldorf, MD 20602|20602
717843|11601 Lewisham PL 105, Waldorf, MD 20602|20602
717844|15135 Oaks RD , Waldorf, MD 20602|20602
717845|11645 Vernon RD , Waldorf, MD 20602|20602
717846|70 Village ST , Waldorf, MD 20602|20602
717847|2144 Cedar Tree LA , Waldorf, MD 20602|20602
717848|12300 Vivian Adams DR , Waldorf, MD 20602|20602
717849|10891 Alyssa LA , Waldorf, MD 20602|20602
717850|5095 Claudes PL , Waldorf, MD 20602|20602
717851|2094 Tanglewood DR , Waldorf, MD 20602|20602
717852|2145 Crain HWY , Waldorf, MD 20602|20602
717853|3674 Pinecone CIR , Waldorf, MD 20602|20602
717854|4880 Marys LA , Waldorf, MD 20602|20602
717855|2145 Crain HWY , Waldorf, MD 20602|20602
717856|3045 Festival WAY , Waldorf, MD 20602|20602
717857|2459 Tuckahoe CT , Waldorf, MD 20602|20602
717858| Montgomery LA , Waldorf, MD 20602|20602
717859|3045 Festival WAY , Waldorf, MD 20602|20602
717860|1000 Bannister CIR , Waldorf, MD 20602|20602
717861|11885 Patchwork PL , Waldorf, MD 20602|20602
717862|4856 Congressional CT , Waldorf, MD 20602|20602
717863| Leonardtown RD , Waldorf, MD 20602|20602
717864|4905c Savoy PL , Waldorf, MD 20602|20602
717865|11850 Park Waldorf LA , Waldorf, MD 20602|20602
717866| La Plata RD , Waldorf, MD 20602|20602
717867|3379 Justice CT , Waldorf, MD 20602|20602
717868|2050 Nike DR , Waldorf, MD 20602|20602
717870| Windsor Park CT , Waldorf, MD 20602|20602
717871|2706 Moran DR , Waldorf, MD 20602|20602
717872|2002 Nantucket DR , Waldorf, MD 20602|20602
717873|3072 Waldorf Market PL , Waldorf, MD 20602|20602
717874|2280 Old Washington RD , Waldorf, MD 20602|20602
717875|4076 Hamlin LA , Waldorf, MD 20602|20602
717876|2506 Goldenrod CT , Waldorf, MD 20602|20602
717877|400 Garner AVE , Waldorf, MD 20602|20602
717878|111 Jefferson RD , Waldorf, MD 20602|20602
717879|10702 DeMarr RD , Waldorf, MD 20602|20602
717880|4649 Scottsdale PL , Waldorf, MD 20602|20602
717881|11520 Leland PL , Waldorf, MD 20602|20602
717882|3395 Leonardtown RD , Waldorf, MD 20602|20602
717883|9242 Mimosa DR , Waldorf, MD 20602|20602
717884|2168 Duckhorn CT , Waldorf, MD 20602|20602
717885|605 Garner AVE , Waldorf, MD 20602|20602
717886|10 St. Patricks DR , Waldorf, MD 20602|20602
717887|10 St. Patricks DR , Waldorf, MD 20602|20602
717888|2020 Wedgewood PL B, Waldorf, MD 20602|20602
717889|1154 Harvard RD , Waldorf, MD 20602|20602
717890|12100 Brackenridge CT , Waldorf, MD 20602|20602
717891|2539 Old Washington RD , Waldorf, MD 20602|20602
717892|2548 Lisa DR , Waldorf, MD 20602|20602
717893|2501 Lisa DR , Waldorf, MD 20602|20602
717894|13000 Hickory AVE , Waldorf, MD 20602|20602
717895|10816 United CT , Waldorf, MD 20602|20602
717896|3404 Amberton CT , Waldorf, MD 20602|20602
717897|40614 Waterview DR , Waldorf, MD 20602|20602
717900|2501 Wakefield CIR , Waldorf, MD 20602|20602
717901| St. Pauls DR , Waldorf, MD 20602|20602
717902|11110 Mall CIR , Waldorf, MD 20602|20602
717904|11310 Golden Eagle PL , Waldorf, MD 20602|20602
717905|2010 St. Thomas DR , Waldorf, MD 20602|20602
717906|3018 Orangemen SQ , Waldorf, MD 20602|20602
717907|4612 Scottsdale PL , Waldorf, MD 20602|20602
717908|10709 Esprit PL , Waldorf, MD 20602|20602
717909|11194 Sewickley ST , Waldorf, MD 20602|20602
717910|6 Post Office RD , Waldorf, MD 20602|20602
717911|10510 Middleport LA , Waldorf, MD 20602|20602
717912|50 Village ST , Waldorf, MD 20602|20602
717913|2216 Crain HWY , Waldorf, MD 20602|20602
717914|10793 LaPlata RD , Waldorf, MD 20602|20602
717915|2010 St. Thomas DR , Waldorf, MD 20602|20602
717916|3200 Crain HWY , Waldorf, MD 20602|20602
717917|2420 Crain HWY , Waldorf, MD 20602|20602
717918|3286 Crain HWY , Waldorf, MD 20602|20602
717919|2523 Mattawoman-Beantown RD , Waldorf, MD 20602|20602
717920|3835 Gardiner RD , Waldorf, MD 20602|20602
717921|829 Kenyon AVE , Waldorf, MD 20602|20602
717922|5310 Halibut PL , Waldorf, MD 20602|20602
717923|3286 Ryon CT , Waldorf, MD 20602|20602
717924|2491 Lake DR , Waldorf, MD 20602|20602
717925|3215 Nobility CT , Waldorf, MD 20602|20602
717926|12480 Mattawoman DR , Waldorf, MD 20602|20602
717927|11575 Berry RD , Waldorf, MD 20602|20602
717929|9702 Memphis PL , Waldorf, MD 20602|20602
717930|3315 Crain HWY , Waldorf, MD 20602|20602
717931|2134 Cedar Tree LA , Waldorf, MD 20602|20602
717932|2263 Easton CT , Waldorf, MD 20602|20602
717933|11515 Scotch Hills PL , Waldorf, MD 20602|20602
717934|2654 Pinewood DR , Waldorf, MD 20602|20602
717935|9000 Tower Mill LN , Waldorf, MD 20602|20602
717936|4786 Kingfisher CT , Waldorf, MD 20602|20602
717937|10440 O'Donnell PL , Waldorf, MD 20602|20602
717938|3015 Festival WAY , Waldorf, MD 20602|20602
717939|11930 Acton LA , Waldorf, MD 20602|20602
717940|900 Prentiss RD , Waldorf, MD 20602|20602
717941|2711 Mattawoman-Beantown RD , Waldorf, MD 20602|20602
717942|10119 Griffith DR , Waldorf, MD 20602|20602
717943|3300 Leonardtown RD , Waldorf, MD 20602|20602
717944|6838 Cologo CT , Waldorf, MD 20602|20602
717945|2820 Jenifer School LA , Waldorf, MD 20602|20602
717946|1000 St. Nicholas DR , Waldorf, MD 20602|20602
717947| Kitchen CT , Waldorf, MD 20602|20602
717948|5007 Nicholas RD , Waldorf, MD 20602|20602
717949|12002 Silver Spur PL , Waldorf, MD 20602|20602
717950|2137 Bell Tree LA , Waldorf, MD 20602|20602
717951|4421 Pleasant hill , Waldorf, MD 20602|20602
717952| Charter Oak CT , Waldorf, MD 20602|20602
717953|3070 Leonardtown RD , Waldorf, MD 20602|20602
717954|2855 Crain HWY , Waldorf, MD 20602|20602
717955|2855 Crain HWY , Waldorf, MD 20602|20602
717956|2344 Kanegis DR , Waldorf, MD 20602|20602
717957|10 St. Patricks DR , Waldorf, MD 20602|20602
717958|11813 Murre CT , Waldorf, MD 20602|20602
717959|2183 Briarwood DR , Waldorf, MD 20602|20602
717960|1200 Jefferson LA , Waldorf, MD 20602|20602
717961|4949 ALLENTOWN RD , Waldorf, MD 20602|20602
717962|3620 Crain HWY , Waldorf, MD 20602|20602
717963|2653 Hunt PL , Waldorf, MD 20602|20602
717964|3725 Dr. Samuel Mudd RD , Waldorf, MD 20602|20602
717965|2014 Wedgewood PL , Waldorf, MD 20602|20602
717966|3385 Crain HWY , Waldorf, MD 20602|20602
717967|9035 soldierwood ct , Waldorf, MD 20602|20602
717968|3006 Gallery PL , Waldorf, MD 20602|20602
717969|2475 Old Washington RD , Waldorf, MD 20602|20602
717970|3297 Crain HWY , Waldorf, MD 20602|20602
717971|2975 Shasho PL , Waldorf, MD 20602|20602
717972|10 St. Patricks DR , Waldorf, MD 20602|20602
717973|15301 Poplar Hill RD , Waldorf, MD 20602|20602
717974|3462 Maddox CT , Waldorf, MD 20602|20602
717975|5080 Bluehead CT , Waldorf, MD 20602|20602
717976|11200 Mall CIR , Waldorf, MD 20602|20602
717977|3008 Walnut LA , Waldorf, MD 20602|20602
